Gene stable ID,Gene stable ID version,Human gene name,Human gene stable ID,"Human orthology confidence [0 low, 1 high]",Gene name,Source of gene name
ENSMUSG00000037140,ENSMUSG00000037140.7,TAS2R4,ENSG00000127364,1,Tas2r108,MGI Symbol
ENSMUSG00000029909,ENSMUSG00000029909.7,PRSS37,ENSG00000165076,1,Prss37,MGI Symbol
ENSMUSG00000020220,ENSMUSG00000020220.17,VPS13D,ENSG00000048707,1,Vps13d,MGI Symbol
ENSMUSG00000063179,ENSMUSG00000063179.14,PSTK,ENSG00000179988,1,Pstk,MGI Symbol
ENSMUSG00000068259,ENSMUSG00000068259.5,OR9A1P,ENSG00000237621,1,Or9a7,MGI Symbol
ENSMUSG00000045514,ENSMUSG00000045514.6,OR9A4,ENSG00000258083,1,Or9a4,MGI Symbol
ENSMUSG00000034902,ENSMUSG00000034902.18,PIP5K1C,ENSG00000186111,1,Pip5k1c,MGI Symbol
ENSMUSG00000029915,ENSMUSG00000029915.15,CLEC5A,ENSG00000258227,1,Clec5a,MGI Symbol
ENSMUSG00000033964,ENSMUSG00000033964.13,ZBTB41,ENSG00000177888,1,Zbtb41,MGI Symbol
ENSMUSG00000033967,ENSMUSG00000033967.5,RNF225,ENSG00000269855,1,Rnf225,MGI Symbol
ENSMUSG00000004500,ENSMUSG00000004500.10,ZNF324,ENSG00000083812,1,Zfp324,MGI Symbol
ENSMUSG00000004500,ENSMUSG00000004500.10,ZNF324B,ENSG00000249471,1,Zfp324,MGI Symbol
ENSMUSG00000013878,ENSMUSG00000013878.19,RNF170,ENSG00000120925,1,Rnf170,MGI Symbol
ENSMUSG00000040167,ENSMUSG00000040167.17,IKZF5,ENSG00000095574,1,Ikzf5,MGI Symbol
ENSMUSG00000039342,ENSMUSG00000039342.6,ANKAR,ENSG00000151687,1,Ankar,MGI Symbol
ENSMUSG00000058250,ENSMUSG00000058250.3,TAS2R38,ENSG00000257138,1,Tas2r138,MGI Symbol
ENSMUSG00000068587,ENSMUSG00000068587.11,MGAM,ENSG00000257335,1,Mgam,MGI Symbol
ENSMUSG00000046056,ENSMUSG00000046056.16,SBSN,ENSG00000189001,0,Sbsn,MGI Symbol
ENSMUSG00000074872,ENSMUSG00000074872.4,CTXN2,ENSG00000233932,1,Ctxn2,MGI Symbol
ENSMUSG00000016024,ENSMUSG00000016024.10,LBP,ENSG00000129988,1,Lbp,MGI Symbol
ENSMUSG00000030861,ENSMUSG00000030861.16,ACADSB,ENSG00000196177,1,Acadsb,MGI Symbol
ENSMUSG00000087247,ENSMUSG00000087247.4,ALKAL1,ENSG00000196711,1,Alkal1,MGI Symbol
ENSMUSG00000046330,ENSMUSG00000046330.11,RPL37A,ENSG00000197756,1,Rpl37a,MGI Symbol
ENSMUSG00000039323,ENSMUSG00000039323.19,IGFBP2,ENSG00000115457,1,Igfbp2,MGI Symbol
ENSMUSG00000064995,ENSMUSG00000064995.3,SNORA71A,ENSG00000225091,0,Gm26003,MGI Symbol
ENSMUSG00000042359,ENSMUSG00000042359.19,OSBPL6,ENSG00000079156,1,Osbpl6,MGI Symbol
ENSMUSG00000026185,ENSMUSG00000026185.9,IGFBP5,ENSG00000115461,1,Igfbp5,MGI Symbol
ENSMUSG00000040148,ENSMUSG00000040148.6,HMX3,ENSG00000188620,1,Hmx3,MGI Symbol
ENSMUSG00000050100,ENSMUSG00000050100.15,HMX2,ENSG00000188816,1,Hmx2,MGI Symbol
ENSMUSG00000028599,ENSMUSG00000028599.11,TNFRSF1B,ENSG00000028137,1,Tnfrsf1b,MGI Symbol
ENSMUSG00000037214,ENSMUSG00000037214.13,THAP1,ENSG00000131931,1,Thap1,MGI Symbol
ENSMUSG00000008496,ENSMUSG00000008496.20,POU2F2,ENSG00000028277,1,Pou2f2,MGI Symbol
ENSMUSG00000026182,ENSMUSG00000026182.7,TNP1,ENSG00000118245,1,Tnp1,MGI Symbol
ENSMUSG00000037260,ENSMUSG00000037260.9,HGSNAT,ENSG00000165102,1,Hgsnat,MGI Symbol
ENSMUSG00000077569,ENSMUSG00000077569.3,SNORA58B,ENSG00000201129,1,Gm24608,MGI Symbol
ENSMUSG00000027942,ENSMUSG00000027942.18,C1orf43,ENSG00000143612,1,4933434E20Rik,MGI Symbol
ENSMUSG00000028602,ENSMUSG00000028602.13,TNFRSF8,ENSG00000120949,0,Tnfrsf8,MGI Symbol
ENSMUSG00000034889,ENSMUSG00000034889.9,CACTIN,ENSG00000105298,1,Cactin,MGI Symbol
ENSMUSG00000033952,ENSMUSG00000033952.15,ASPM,ENSG00000066279,1,Aspm,MGI Symbol
ENSMUSG00000078627,ENSMUSG00000078627.10,MARCHF10,ENSG00000173838,1,Marchf10,MGI Symbol
ENSMUSG00000102802,ENSMUSG00000102802.4,MGAM2,ENSG00000257743,1,Mgam2-ps,MGI Symbol
ENSMUSG00000034881,ENSMUSG00000034881.9,TBXA2R,ENSG00000006638,1,Tbxa2r,MGI Symbol
ENSMUSG00000078503,ENSMUSG00000078503.10,ZNF34,ENSG00000196378,0,Zfp990,MGI Symbol
ENSMUSG00000034872,ENSMUSG00000034872.7,GIPC3,ENSG00000179855,1,Gipc3,MGI Symbol
ENSMUSG00000020232,ENSMUSG00000020232.18,HMG20B,ENSG00000064961,1,Hmg20b,MGI Symbol
ENSMUSG00000051331,ENSMUSG00000051331.17,CACNA1C,ENSG00000151067,1,Cacna1c,MGI Symbol
ENSMUSG00000058186,ENSMUSG00000058186.14,ZNF34,ENSG00000196378,0,Zfp980,MGI Symbol
ENSMUSG00000023170,ENSMUSG00000023170.15,GPS2,ENSG00000132522,1,Gps2,MGI Symbol
ENSMUSG00000052557,ENSMUSG00000052557.12,GAN,ENSG00000261609,1,Gan,MGI Symbol
ENSMUSG00000078500,ENSMUSG00000078500.4,ZNF34,ENSG00000196378,0,Zfp986,MGI Symbol
ENSMUSG00000066009,ENSMUSG00000066009.9,ZNF34,ENSG00000196378,0,Zfp987,MGI Symbol
ENSMUSG00000002731,ENSMUSG00000002731.7,PRKRA,ENSG00000180228,1,Prkra,MGI Symbol
ENSMUSG00000013033,ENSMUSG00000013033.17,ADGRL1,ENSG00000072071,1,Adgrl1,MGI Symbol
ENSMUSG00000028953,ENSMUSG00000028953.11,ABCF2,ENSG00000033050,1,Abcf2,MGI Symbol
ENSMUSG00000026368,ENSMUSG00000026368.7,F13B,ENSG00000143278,1,F13b,MGI Symbol
ENSMUSG00000118506,ENSMUSG00000118506.3,CFAP141,ENSG00000163263,1,Cfap141,MGI Symbol
ENSMUSG00000023764,ENSMUSG00000023764.19,SFI1,ENSG00000198089,1,Sfi1,MGI Symbol
ENSMUSG00000075267,ENSMUSG00000075267.10,PJVK,ENSG00000204311,1,Pjvk,MGI Symbol
ENSMUSG00000057037,ENSMUSG00000057037.9,CFHR2,ENSG00000080910,0,Cfhr1,MGI Symbol
ENSMUSG00000057037,ENSMUSG00000057037.9,CFHR1,ENSG00000244414,1,Cfhr1,MGI Symbol
ENSMUSG00000070605,ENSMUSG00000070605.5,ZNF34,ENSG00000196378,0,Zfp992,MGI Symbol
ENSMUSG00000002732,ENSMUSG00000002732.15,FKBP7,ENSG00000079150,1,Fkbp7,MGI Symbol
ENSMUSG00000039682,ENSMUSG00000039682.13,LAP3,ENSG00000002549,1,Lap3,MGI Symbol
ENSMUSG00000056300,ENSMUSG00000056300.15,ZNF34,ENSG00000196378,0,Zfp981,MGI Symbol
ENSMUSG00000119797,ENSMUSG00000119797.1,RNU6-1157P,ENSG00000207185,0,Gm26271,MGI Symbol
ENSMUSG00000119797,ENSMUSG00000119797.1,RNU6-194P,ENSG00000200732,0,Gm26271,MGI Symbol
ENSMUSG00000002733,ENSMUSG00000002733.9,PLEKHA3,ENSG00000116095,1,Plekha3,MGI Symbol
ENSMUSG00000063245,ENSMUSG00000063245.12,ZNF34,ENSG00000196378,0,Zfp993,MGI Symbol
ENSMUSG00000078498,ENSMUSG00000078498.6,ZNF34,ENSG00000196378,0,Zfp988,MGI Symbol
ENSMUSG00000026854,ENSMUSG00000026854.17,USP20,ENSG00000136878,1,Usp20,MGI Symbol
ENSMUSG00000078497,ENSMUSG00000078497.10,ZNF34,ENSG00000196378,0,Zfp978,MGI Symbol
ENSMUSG00000065999,ENSMUSG00000065999.14,ZNF34,ENSG00000196378,0,Zfp985,MGI Symbol
ENSMUSG00000041130,ENSMUSG00000041130.11,ZNF598,ENSG00000167962,1,Zfp598,MGI Symbol
ENSMUSG00000066000,ENSMUSG00000066000.13,ZNF34,ENSG00000196378,0,Zfp979,MGI Symbol
ENSMUSG00000027939,ENSMUSG00000027939.12,NUP210L,ENSG00000143552,1,Nup210l,MGI Symbol
ENSMUSG00000119360,ENSMUSG00000119360.1,RNU6-1157P,ENSG00000207185,0,Gm25619,MGI Symbol
ENSMUSG00000119360,ENSMUSG00000119360.1,RNU6-194P,ENSG00000200732,0,Gm25619,MGI Symbol
ENSMUSG00000038181,ENSMUSG00000038181.17,CHPF2,ENSG00000033100,1,Chpf2,MGI Symbol
ENSMUSG00000028648,ENSMUSG00000028648.14,NDUFS5,ENSG00000168653,1,Ndufs5,MGI Symbol
ENSMUSG00000034854,ENSMUSG00000034854.9,MFSD12,ENSG00000161091,1,Mfsd12,MGI Symbol
ENSMUSG00000023075,ENSMUSG00000023075.10,AKIRIN1,ENSG00000174574,1,Akirin1,MGI Symbol
ENSMUSG00000015804,ENSMUSG00000015804.15,MED28,ENSG00000118579,1,Med28,MGI Symbol
ENSMUSG00000043333,ENSMUSG00000043333.13,RHBDL2,ENSG00000158315,1,Rhbdl2,MGI Symbol
ENSMUSG00000020234,ENSMUSG00000020234.11,TEKTIP1,ENSG00000183397,1,Tektip1,MGI Symbol
ENSMUSG00000007021,ENSMUSG00000007021.6,SYNGR3,ENSG00000127561,1,Syngr3,MGI Symbol
ENSMUSG00000020235,ENSMUSG00000020235.17,FZR1,ENSG00000105325,1,Fzr1,MGI Symbol
ENSMUSG00000028647,ENSMUSG00000028647.14,MYCBP,ENSG00000214114,1,Mycbp,MGI Symbol
ENSMUSG00000035540,ENSMUSG00000035540.13,GC,ENSG00000145321,1,Gc,MGI Symbol
ENSMUSG00000040888,ENSMUSG00000040888.11,GFER,ENSG00000127554,1,Gfer,MGI Symbol
ENSMUSG00000064930,ENSMUSG00000064930.3,SNORA41,ENSG00000207406,0,Gm23723,MGI Symbol
ENSMUSG00000084527,ENSMUSG00000084527.3,RNU6-1208P,ENSG00000238482,0,Gm24185,MGI Symbol
ENSMUSG00000019320,ENSMUSG00000019320.15,NOXO1,ENSG00000196408,1,Noxo1,MGI Symbol
ENSMUSG00000027935,ENSMUSG00000027935.15,RAB13,ENSG00000143545,1,Rab13,MGI Symbol
ENSMUSG00000035528,ENSMUSG00000035528.5,NPFFR2,ENSG00000056291,1,Npffr2,MGI Symbol
ENSMUSG00000028646,ENSMUSG00000028646.17,RRAGC,ENSG00000116954,1,Rragc,MGI Symbol
ENSMUSG00000015879,ENSMUSG00000015879.9,FAM184B,ENSG00000047662,1,Fam184b,MGI Symbol
ENSMUSG00000027937,ENSMUSG00000027937.16,JTB,ENSG00000143543,1,Jtb,MGI Symbol
ENSMUSG00000040688,ENSMUSG00000040688.17,TBL3,ENSG00000183751,1,Tbl3,MGI Symbol
ENSMUSG00000027938,ENSMUSG00000027938.12,CREB3L4,ENSG00000143578,1,Creb3l4,MGI Symbol
ENSMUSG00000005470,ENSMUSG00000005470.9,ASF1B,ENSG00000105011,1,Asf1b,MGI Symbol
ENSMUSG00000090125,ENSMUSG00000090125.4,POU3F1,ENSG00000185668,1,Pou3f1,MGI Symbol
ENSMUSG00000028907,ENSMUSG00000028907.8,UTP11,ENSG00000183520,1,Utp11,MGI Symbol
ENSMUSG00000028949,ENSMUSG00000028949.14,SMARCD3,ENSG00000082014,1,Smarcd3,MGI Symbol
ENSMUSG00002075570,ENSMUSG00002075570.1,RNU6-399P,ENSG00000202034,0,Gm56093,MGI Symbol
ENSMUSG00000032643,ENSMUSG00000032643.13,FHL3,ENSG00000183386,1,Fhl3,MGI Symbol
ENSMUSG00000046408,ENSMUSG00000046408.16,C19orf67,ENSG00000188032,1,1700067K01Rik,MGI Symbol
ENSMUSG00000078440,ENSMUSG00000078440.11,DOHH,ENSG00000129932,1,Dohh,MGI Symbol
ENSMUSG00000028902,ENSMUSG00000028902.5,SF3A3,ENSG00000183431,1,Sf3a3,MGI Symbol
ENSMUSG00000052310,ENSMUSG00000052310.10,SLC39A1,ENSG00000143570,1,Slc39a1,MGI Symbol
ENSMUSG00000074217,ENSMUSG00000074217.9,MISP3,ENSG00000141854,1,Misp3,MGI Symbol
ENSMUSG00000027936,ENSMUSG00000027936.19,CRTC2,ENSG00000160741,1,Crtc2,MGI Symbol
ENSMUSG00000008482,ENSMUSG00000008482.10,RNF151,ENSG00000179580,1,Rnf151,MGI Symbol
ENSMUSG00000047986,ENSMUSG00000047986.13,PALM3,ENSG00000187867,1,Palm3,MGI Symbol
ENSMUSG00000052726,ENSMUSG00000052726.17,KCNT2,ENSG00000162687,1,Kcnt2,MGI Symbol
ENSMUSG00000114004,ENSMUSG00000114004.2,SMIM44,ENSG00000284638,1,Gm48552,MGI Symbol
ENSMUSG00000005465,ENSMUSG00000005465.10,IL27RA,ENSG00000104998,1,Il27ra,MGI Symbol
ENSMUSG00000078439,ENSMUSG00000078439.10,SMIM24,ENSG00000095932,1,Smim24,MGI Symbol
ENSMUSG00000076387,ENSMUSG00000076387.3,MIR671,ENSG00000284191,1,Mir671,MGI Symbol
ENSMUSG00000041740,ENSMUSG00000041740.17,RNF10,ENSG00000022840,1,Rnf10,MGI Symbol
ENSMUSG00000055053,ENSMUSG00000055053.19,NFIC,ENSG00000141905,1,Nfic,MGI Symbol
ENSMUSG00000045232,ENSMUSG00000045232.5,RLN3,ENSG00000171136,1,Rln3,MGI Symbol
ENSMUSG00000089255,ENSMUSG00000089255.3,SNORA78,ENSG00000273587,1,Snora78,MGI Symbol
ENSMUSG00000089255,ENSMUSG00000089255.3,,ENSG00000238934,1,Snora78,MGI Symbol
ENSMUSG00000089255,ENSMUSG00000089255.3,,ENSG00000239005,1,Snora78,MGI Symbol
ENSMUSG00000028894,ENSMUSG00000028894.19,INPP5B,ENSG00000204084,1,Inpp5b,MGI Symbol
ENSMUSG00000077709,ENSMUSG00000077709.3,SNORA64,ENSG00000207405,1,Snora64,MGI Symbol
ENSMUSG00000040048,ENSMUSG00000040048.15,NDUFB10,ENSG00000140990,1,Ndufb10,MGI Symbol
ENSMUSG00000027202,ENSMUSG00000027202.13,SLC12A1,ENSG00000074803,1,Slc12a1,MGI Symbol
ENSMUSG00000031706,ENSMUSG00000031706.8,RFX1,ENSG00000132005,1,Rfx1,MGI Symbol
ENSMUSG00000002500,ENSMUSG00000002500.16,RPL3L,ENSG00000140986,1,Rpl3l,MGI Symbol
ENSMUSG00000042404,ENSMUSG00000042404.17,DENND4B,ENSG00000198837,1,Dennd4b,MGI Symbol
ENSMUSG00000033740,ENSMUSG00000033740.18,ST18,ENSG00000147488,1,St18,MGI Symbol
ENSMUSG00000075705,ENSMUSG00000075705.14,MSRB1,ENSG00000198736,1,Msrb1,MGI Symbol
ENSMUSG00000037103,ENSMUSG00000037103.9,DCAF15,ENSG00000132017,1,Dcaf15,MGI Symbol
ENSMUSG00000020524,ENSMUSG00000020524.17,GRIA1,ENSG00000155511,1,Gria1,MGI Symbol
ENSMUSG00000039628,ENSMUSG00000039628.10,HS3ST6,ENSG00000162040,1,Hs3st6,MGI Symbol
ENSMUSG00000028890,ENSMUSG00000028890.14,MTF1,ENSG00000188786,1,Mtf1,MGI Symbol
ENSMUSG00000054499,ENSMUSG00000054499.10,DEDD2,ENSG00000160570,1,Dedd2,MGI Symbol
ENSMUSG00000012889,ENSMUSG00000012889.9,PODNL1,ENSG00000132000,1,Podnl1,MGI Symbol
ENSMUSG00000046541,ENSMUSG00000046541.10,ZNF526,ENSG00000167625,1,Zfp526,MGI Symbol
ENSMUSG00000036686,ENSMUSG00000036686.17,CC2D1A,ENSG00000132024,1,Cc2d1a,MGI Symbol
ENSMUSG00000066979,ENSMUSG00000066979.7,BUB3,ENSG00000154473,1,Bub3,MGI Symbol
ENSMUSG00000078570,ENSMUSG00000078570.11,C1orf122,ENSG00000197982,1,1110065P20Rik,MGI Symbol
ENSMUSG00000028889,ENSMUSG00000028889.18,YRDC,ENSG00000196449,1,Yrdc,MGI Symbol
ENSMUSG00000034818,ENSMUSG00000034818.18,CELF5,ENSG00000161082,1,Celf5,MGI Symbol
ENSMUSG00000040125,ENSMUSG00000040125.5,GPR26,ENSG00000154478,1,Gpr26,MGI Symbol
ENSMUSG00000020457,ENSMUSG00000020457.14,DRG1,ENSG00000185721,1,Drg1,MGI Symbol
ENSMUSG00000042763,ENSMUSG00000042763.10,MANEAL,ENSG00000185090,1,Maneal,MGI Symbol
ENSMUSG00000030838,ENSMUSG00000030838.21,USH1C,ENSG00000006611,1,Ush1c,MGI Symbol
ENSMUSG00000028876,ENSMUSG00000028876.8,EPHA10,ENSG00000183317,1,Epha10,MGI Symbol
ENSMUSG00000015880,ENSMUSG00000015880.14,NCAPG,ENSG00000109805,1,Ncapg,MGI Symbol
ENSMUSG00000028873,ENSMUSG00000028873.17,CDCA8,ENSG00000134690,1,Cdca8,MGI Symbol
ENSMUSG00000053580,ENSMUSG00000053580.17,TANC2,ENSG00000170921,1,Tanc2,MGI Symbol
ENSMUSG00000041733,ENSMUSG00000041733.11,COQ5,ENSG00000110871,1,Coq5,MGI Symbol
ENSMUSG00000008129,ENSMUSG00000008129.15,BRME1,ENSG00000132016,0,Brme1,MGI Symbol
ENSMUSG00000020238,ENSMUSG00000020238.15,NCLN,ENSG00000125912,1,Ncln,MGI Symbol
ENSMUSG00000032507,ENSMUSG00000032507.16,FBXL2,ENSG00000153558,1,Fbxl2,MGI Symbol
ENSMUSG00000027606,ENSMUSG00000027606.13,DNAJC5B,ENSG00000147570,1,Dnajc5b,MGI Symbol
ENSMUSG00000043635,ENSMUSG00000043635.13,ADAMTS3,ENSG00000156140,1,Adamts3,MGI Symbol
ENSMUSG00000027203,ENSMUSG00000027203.16,DUT,ENSG00000128951,1,Dut,MGI Symbol
ENSMUSG00000056155,ENSMUSG00000056155.7,NANOS3,ENSG00000187556,1,Nanos3,MGI Symbol
ENSMUSG00000044730,ENSMUSG00000044730.18,C1orf109,ENSG00000116922,1,9930104L06Rik,MGI Symbol
ENSMUSG00000060913,ENSMUSG00000060913.7,TRIM55,ENSG00000147573,1,Trim55,MGI Symbol
ENSMUSG00000065483,ENSMUSG00000065483.4,MIR181C,ENSG00000207613,1,Mir181c,MGI Symbol
ENSMUSG00000065611,ENSMUSG00000065611.3,MIR23A,ENSG00000207980,1,Mir23a,MGI Symbol
ENSMUSG00000065444,ENSMUSG00000065444.3,MIR27A,ENSG00000207808,1,Mir27a,MGI Symbol
ENSMUSG00000005469,ENSMUSG00000005469.11,PRKACA,ENSG00000072062,1,Prkaca,MGI Symbol
ENSMUSG00000049796,ENSMUSG00000049796.5,CRH,ENSG00000147571,1,Crh,MGI Symbol
ENSMUSG00000020530,ENSMUSG00000020530.15,GGNBP2,ENSG00000278311,1,Ggnbp2,MGI Symbol
ENSMUSG00000053931,ENSMUSG00000053931.12,CNN3,ENSG00000117519,1,Cnn3,MGI Symbol
ENSMUSG00000028871,ENSMUSG00000028871.8,RSPO1,ENSG00000169218,1,Rspo1,MGI Symbol
ENSMUSG00000090556,ENSMUSG00000090556.7,OR2H2,ENSG00000204657,1,Or2h2b-ps1,MGI Symbol
ENSMUSG00000090556,ENSMUSG00000090556.7,OR2H1,ENSG00000204688,1,Or2h2b-ps1,MGI Symbol
ENSMUSG00000065743,ENSMUSG00000065743.4,RNU6-512P,ENSG00000201308,0,Gm25008,MGI Symbol
ENSMUSG00000058626,ENSMUSG00000058626.17,CAPN11,ENSG00000137225,1,Capn11,MGI Symbol
ENSMUSG00000028869,ENSMUSG00000028869.14,GNL2,ENSG00000134697,1,Gnl2,MGI Symbol
ENSMUSG00000027204,ENSMUSG00000027204.14,FBN1,ENSG00000166147,1,Fbn1,MGI Symbol
ENSMUSG00000086596,ENSMUSG00000086596.3,SUSD5,ENSG00000173705,1,Susd5,MGI Symbol
ENSMUSG00000121579,ENSMUSG00000121579.1,SMIM46,ENSG00000289762,1,SMIM46,HGNC Symbol
ENSMUSG00000050751,ENSMUSG00000050751.16,PGBD5,ENSG00000177614,1,Pgbd5,MGI Symbol
ENSMUSG00000044199,ENSMUSG00000044199.7,S1PR4,ENSG00000125910,1,S1pr4,MGI Symbol
ENSMUSG00000034792,ENSMUSG00000034792.9,GNA15,ENSG00000060558,1,Gna15,MGI Symbol
ENSMUSG00000036026,ENSMUSG00000036026.16,TMEM63B,ENSG00000137216,1,Tmem63b,MGI Symbol
ENSMUSG00000009013,ENSMUSG00000009013.6,DYNLL1,ENSG00000088986,1,Dynll1,MGI Symbol
ENSMUSG00000031981,ENSMUSG00000031981.8,CAPN9,ENSG00000135773,1,Capn9,MGI Symbol
ENSMUSG00000053820,ENSMUSG00000053820.5,BCL2A1,ENSG00000140379,0,Bcl2a1c,MGI Symbol
ENSMUSG00000042707,ENSMUSG00000042707.7,DNALI1,ENSG00000163879,1,Dnali1,MGI Symbol
ENSMUSG00000039865,ENSMUSG00000039865.9,SLC44A3,ENSG00000143036,1,Slc44a3,MGI Symbol
ENSMUSG00000032431,ENSMUSG00000032431.7,CRTAP,ENSG00000170275,1,Crtap,MGI Symbol
ENSMUSG00000034781,ENSMUSG00000034781.6,GNA11,ENSG00000088256,1,Gna11,MGI Symbol
ENSMUSG00000028954,ENSMUSG00000028954.12,NUB1,ENSG00000013374,1,Nub1,MGI Symbol
ENSMUSG00000050213,ENSMUSG00000050213.7,SNIP1,ENSG00000163877,1,Snip1,MGI Symbol
ENSMUSG00000045594,ENSMUSG00000045594.11,GLB1,ENSG00000170266,1,Glb1,MGI Symbol
ENSMUSG00000028863,ENSMUSG00000028863.14,MEAF6,ENSG00000163875,1,Meaf6,MGI Symbol
ENSMUSG00000054452,ENSMUSG00000054452.11,TLE5,ENSG00000104964,1,Tle5,MGI Symbol
ENSMUSG00000031983,ENSMUSG00000031983.8,C1orf198,ENSG00000119280,1,2310022B05Rik,MGI Symbol
ENSMUSG00000049717,ENSMUSG00000049717.10,LIG4,ENSG00000174405,1,Lig4,MGI Symbol
ENSMUSG00000040396,ENSMUSG00000040396.13,ABHD13,ENSG00000139826,1,Abhd13,MGI Symbol
ENSMUSG00000028128,ENSMUSG00000028128.14,F3,ENSG00000117525,1,F3,MGI Symbol
ENSMUSG00000031497,ENSMUSG00000031497.11,TNFSF13B,ENSG00000102524,1,Tnfsf13b,MGI Symbol
ENSMUSG00000042677,ENSMUSG00000042677.8,ZC3H12A,ENSG00000163874,1,Zc3h12a,MGI Symbol
ENSMUSG00000055235,ENSMUSG00000055235.12,WDR86,ENSG00000187260,1,Wdr86,MGI Symbol
ENSMUSG00000034771,ENSMUSG00000034771.16,TLE2,ENSG00000065717,1,Tle2,MGI Symbol
ENSMUSG00000028127,ENSMUSG00000028127.11,ABCD3,ENSG00000117528,1,Abcd3,MGI Symbol
ENSMUSG00000001985,ENSMUSG00000001985.10,GRIK3,ENSG00000163873,1,Grik3,MGI Symbol
ENSMUSG00000118782,ENSMUSG00000118782.1,RNU6-26P,ENSG00000206712,0,Gm26002,MGI Symbol
ENSMUSG00000038135,ENSMUSG00000038135.5,CRYGN,ENSG00000127377,1,Crygn,MGI Symbol
ENSMUSG00000025809,ENSMUSG00000025809.16,ITGB1,ENSG00000150093,1,Itgb1,MGI Symbol
ENSMUSG00000035505,ENSMUSG00000035505.15,COX18,ENSG00000163626,1,Cox18,MGI Symbol
ENSMUSG00000068394,ENSMUSG00000068394.5,CEP152,ENSG00000103995,1,Cep152,MGI Symbol
ENSMUSG00000079260,ENSMUSG00000079260.4,TMPPE,ENSG00000188167,1,Tmppe,MGI Symbol
ENSMUSG00000047898,ENSMUSG00000047898.8,CCR4,ENSG00000183813,1,Ccr4,MGI Symbol
ENSMUSG00000079259,ENSMUSG00000079259.3,TRIM71,ENSG00000206557,1,Trim71,MGI Symbol
ENSMUSG00002075391,ENSMUSG00002075391.1,Y_RNA,ENSG00000201178,0,Gm56322,MGI Symbol
ENSMUSG00000007107,ENSMUSG00000007107.7,ATP1A4,ENSG00000132681,1,Atp1a4,MGI Symbol
ENSMUSG00000056167,ENSMUSG00000056167.9,CNOT10,ENSG00000182973,1,Cnot10,MGI Symbol
ENSMUSG00000028859,ENSMUSG00000028859.15,CSF3R,ENSG00000119535,1,Csf3r,MGI Symbol
ENSMUSG00000023939,ENSMUSG00000023939.8,MRPL14,ENSG00000180992,1,Mrpl14,MGI Symbol
ENSMUSG00000027654,ENSMUSG00000027654.3,FAM83D,ENSG00000101447,1,Fam83d,MGI Symbol
ENSMUSG00000028945,ENSMUSG00000028945.10,RHEB,ENSG00000106615,1,Rheb,MGI Symbol
ENSMUSG00000035109,ENSMUSG00000035109.15,SHC4,ENSG00000185634,1,Shc4,MGI Symbol
ENSMUSG00000045140,ENSMUSG00000045140.9,PIGW,ENSG00000277161,1,Pigw,MGI Symbol
ENSMUSG00000026361,ENSMUSG00000026361.10,CDC73,ENSG00000134371,1,Cdc73,MGI Symbol
ENSMUSG00000036322,ENSMUSG00000036322.14,HLA-DRA,ENSG00000204287,1,H2-Ea,MGI Symbol
ENSMUSG00000040899,ENSMUSG00000040899.15,CCR6,ENSG00000112486,1,Ccr6,MGI Symbol
ENSMUSG00000020523,ENSMUSG00000020523.15,FAM114A2,ENSG00000055147,1,Fam114a2,MGI Symbol
ENSMUSG00000015882,ENSMUSG00000015882.19,LCORL,ENSG00000178177,1,Lcorl,MGI Symbol
ENSMUSG00000091337,ENSMUSG00000091337.4,EID1,ENSG00000255302,1,Eid1,MGI Symbol
ENSMUSG00000028861,ENSMUSG00000028861.14,MRPS15,ENSG00000116898,1,Mrps15,MGI Symbol
ENSMUSG00000023861,ENSMUSG00000023861.18,MPC1,ENSG00000060762,0,Mpc1,MGI Symbol
ENSMUSG00000026781,ENSMUSG00000026781.18,ACBD5,ENSG00000107897,1,Acbd5,MGI Symbol
ENSMUSG00000033849,ENSMUSG00000033849.4,B3GALT2,ENSG00000162630,1,B3galt2,MGI Symbol
ENSMUSG00000042616,ENSMUSG00000042616.9,OSCP1,ENSG00000116885,1,Oscp1,MGI Symbol
ENSMUSG00000039831,ENSMUSG00000039831.17,ARHGAP29,ENSG00000137962,1,Arhgap29,MGI Symbol
ENSMUSG00000038034,ENSMUSG00000038034.16,IGSF8,ENSG00000162729,1,Igsf8,MGI Symbol
ENSMUSG00000030862,ENSMUSG00000030862.14,CPXM2,ENSG00000121898,1,Cpxm2,MGI Symbol
ENSMUSG00000044581,ENSMUSG00000044581.9,C2orf16,ENSG00000221843,0,4932415D10Rik,MGI Symbol
ENSMUSG00000020246,ENSMUSG00000020246.14,HCFC2,ENSG00000111727,1,Hcfc2,MGI Symbol
ENSMUSG00000050188,ENSMUSG00000050188.9,LSM10,ENSG00000181817,1,Lsm10,MGI Symbol
ENSMUSG00000073468,ENSMUSG00000073468.13,SFT2D1,ENSG00000198818,1,Sft2d1,MGI Symbol
ENSMUSG00000057177,ENSMUSG00000057177.13,GSK3A,ENSG00000105723,1,Gsk3a,MGI Symbol
ENSMUSG00000042608,ENSMUSG00000042608.16,STK40,ENSG00000196182,1,Stk40,MGI Symbol
ENSMUSG00000053560,ENSMUSG00000053560.6,IER2,ENSG00000160888,1,Ier2,MGI Symbol
ENSMUSG00000020248,ENSMUSG00000020248.19,NFYB,ENSG00000120837,1,Nfyb,MGI Symbol
